,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
2560,Wonderchef,consumer goods,seed,200000000.0,mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,2009.0,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
2561,GoKwik,information technology,series a,150000000.0,new delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,2020.0,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India
2562,Velocity,financial services,series a,200000000.0,bengaluru,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,2020.0,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures
2563,SalaryBox,financial services,seed,40000000.0,gurugram,SalaryBox is solution that makes employee management effortless.,2021,2020.0,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
2564,Boingg,furniture,seed,2000000.0,gurugram,D2C furniture brand,2021,2019.0,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures
2565,Better Capital,finance,seed,150000000.0,santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,2006.0,Vaibhav Domkundwar,
2566,Tickertape,financial services,seed,50000000.0,bengaluru,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,2019.0,Ujjwal Ankur,Smallcase
2567,Zenpay Solutions,financial services,seed,948512359.4238179,new delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,2019.0,Ankit Bhargava,"The StarupLab, AngelBay"
2568,Disprz,e-learning,series b,130000000.0,mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,2015.0,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital"
2569,Arbo Works,computer software,seed,948512359.4238179,"mountain view, ca",Finance technology,2021,2021.0,Caesar Sengupta,Sequoia Capital
2570,Inzpira,e-learning,seed,3000000.0,trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,2021.0,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate"
2571,Defy,financial services,seed,55000000.0,bengaluru,Building India's first social crypto exchange,2021,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
2572,Mindhouse,"health, wellness & fitness",seed,60000000.0,gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,2019.0,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst"
2573,Homversity,housing marketplace,seed,1550000.0,ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,2017.0,Saurav Kumar Sinha,
2574,Toppersnotes,education management,seed,10000000.0,jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures
2575,NoBroker.com,real estate,series e,21000000.0,bengaluru,NoBroker is a disruptive force in the Real Estate Industry.,2021,2014.0,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures"
2576,Haber,industrial automation,series b,200000000.0,pune,"Real-time, automated insights to increase plant efficiency",2021,2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital
2577,True Balance,financial services,seed,300000000.0,gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,2014.0,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
2578,Recordent,financial services,seed,4000000.0,hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
2579,Koparo,consumer goods,seed,7000000.0,new delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
2580,Indifi,financial services,seed,400000000.0,gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
2581,Settl,real estate,seed,5000000.0,bengaluru,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle"
2582,Park+,tech,series b,250000000.0,new delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners"
2583,Simple Energy,automotive,pre-series,210000000.0,bengaluru,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,2019.0,Suhas Rajkumar,
2584,Dream Sports,sports,seed,8400000000.0,mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
2585,Spinny,automotive,series e,2480000000.0,gurugram,Spinny is a new age used car end-to-end platform in India.,2021,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global"
2586,Rentomojo,rental,seed,100000000.0,bengaluru,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,2014.0,Geetansh Bamania,"Accel, Bain Capital"
2587,Slice,financial services,series b,2200000000.0,bengaluru,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners"
2588,21K School,e-learning,pre-series a,50000000.0,bengaluru,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala
2589,Adda247,e-learning,series b,200000000.0,gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital
2590,Loop Health,healthcare,seed,120000000.0,pune,India's first health insurance with unlimited primary care for employees.,2021,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst"
2591,Rupifi,financial services,debt,10000000.0,bengaluru,Embedded Lending for Small Businesses,2021,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital
2592,RENEE Cosmetics,cosmetics,pre-series a,15000000.0,ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns"
2593,Svish,consumer goods,seed,4000000.0,gurugram,D2C personal hygiene startup,2021,2020.0,"Ishan, Jaideep Mahajan",Nueva
2594,Progcap,fintech,series c,300000000.0,new delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global
2595,Smartstaff,recruitment,seed,43000000.0,bengaluru,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners"
2596,D’Moksha Homes,textiles,seed,5700000.0,mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat"
2597,ANS Commerce,e-commerce,pre-series a,22000000.0,gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts"
2598,Mobileware Technologies,information technology,seed,47000000.0,mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services
2599,GramCover,finance,series a,70000000.0,noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures"
2600,BYJU'S,edtech,seed,3000000000.0,bengaluru,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss"
2601,Hyperface,information technology,seed,13000000.0,bengaluru,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital"
2602,Licious,food & beverages,series g,520000000.0,bengaluru,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,2015.0,"Vivek Gupta, Abhay",
2603,Chalo,mobility,series c,400000000.0,mumbai,India’s #1 bus transport technology company.,2021,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital"
2604,Kaar Technologies,information technology,seed,40000000.0,chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,2005.0,Maran Nagarajan,BlackSoil
2605,Kissan Pro,agriculture,seed,948512359.4238179,jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,2021.0,Ravi Dasoundhi,EKKI
2606,Sunstone Eduversity,edtech,series b,280000000.0,gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,2011.0,"Ashish Munjal, Piyush Nangru",WestBridge Capital
2607,Ozonetel,telecommunications,series a,50000000.0,hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,2007.0,"CSN Murthy, Atul Sharma",Stakeboat Capital
2608,CoinSwitch Kuber,crypto,series c,2600000000.0,bengaluru,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz"
2609,Pazcare,finance,seed,35000000.0,bengaluru,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,2020.0,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital"
2610,kWh Bikes,automotive,seed,20000000.0,bengaluru,Building India’s strongest and smartest electric 2 wheelers,2021,2020.0,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital"
2611,IBSFINtech,information technology,pre-series a,10000000.0,bengaluru,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,2006.0,"C M Grover, TM Manjunath",
2612,LeadSquared,computer software,seed,948512359.4238179,bengaluru,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,2011.0,Nilesh Patel,International Finance Corporation
2613,Phool.co,renewables & environment,seed,948512359.4238179,kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,2017.0,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
2614,Twin Health,"health, wellness & fitness",series c,1400000000.0,chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,2018.0,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
2615,Trica,equity management,seed,30000000.0,mumbai,Powering private markets - A technology platform for startups and investors.,2021,2021.0,Nimesh Kampani,LetsVenture
2616,mHealth,"health, wellness & fitness",seed,948512359.4238179,new delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,2020.0,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator
2617,Rebel Foods,cloud kitchen,series f,1750000000.0,mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,2011.0,"Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority
2618,ProfitWheel,marketing,seed,30000000.0,mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,2020.0,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
2619,Log 9 Materials,nanotechnology,seed,20000000.0,bengaluru,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014.0,Akshay Singhal,Petronas Ventures
2620,Chingari,entertainment,seed,190000000.0,bengaluru,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,2018.0,Sumit Ghosh,Solana
2621,Ishitva,computer software,pre-series a,10000000.0,ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,2018.0,Jitesh Dadlani,Inflection Point Ventures
2622,Ola Electric,automotive,seed,2000000000.0,bengaluru,Sustainability for the future.,2021,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
2623,leap.club,community,pre-series a,8100000.0,gurugram,A community-led professional network for women,2021,2014.0,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah"
2624,F5,retail,pre-series a,6000000.0,new delhi,One-Stop Solution for Daily Workplace Needs,2021,2018.0,"Raghav Arora, Lalit Aggarwal",Auxano Capital
2625,ForeignAdmits,higher education,seed,4000000.0,bengaluru,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,2018.0,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures
2626,SALT,financial services,pre-seed,5000000.0,bengaluru,Salt is a neo-banking experience created to cater to international businesses.,2021,2019.0,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus"
2627,EarnWealth,financial services,pre-series a,5000000.0,pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,2014.0,Rajesh P Nair,
